constant_id,file_path,line_number,name,value,kind,category,reason,citation,verification_method,verification_outcome,verification_source,confidence,escalation_flag,notes
F1_02085,brain/functions/f1/mechanisms/stai/forecast.py,80,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02086,brain/functions/f1/mechanisms/stai/forecast.py,90,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02087,brain/functions/f1/mechanisms/stai/forecast.py,69,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02088,brain/functions/f1/mechanisms/stai/forecast.py,79,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02089,brain/functions/f1/mechanisms/stai/forecast.py,89,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02090,brain/functions/f1/mechanisms/stai/forecast.py,67,<expr-L>,0.25,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02091,brain/functions/f1/mechanisms/stai/forecast.py,68,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02092,brain/functions/f1/mechanisms/stai/forecast.py,77,<expr-L>,0.25,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02093,brain/functions/f1/mechanisms/stai/forecast.py,78,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02094,brain/functions/f1/mechanisms/stai/forecast.py,87,<expr-L>,0.25,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02095,brain/functions/f1/mechanisms/stai/forecast.py,88,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_forecast
F1_02096,brain/functions/f1/mechanisms/stai/temporal_integration.py,15,_PLEAS_MEAN_H12,"[4, 12, 1, 0]",module-assign,C,"Structural H³ demand-tuple alias '_PLEAS_MEAN_H12'=[4, 12, 1, 0]; encodes (r3_idx, horizon, morph, law) addressable address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02097,brain/functions/f1/mechanisms/stai/temporal_integration.py,16,_PLEAS_TREND_H6,"[4, 6, 18, 0]",module-assign,C,"Structural H³ demand-tuple alias '_PLEAS_TREND_H6'=[4, 6, 18, 0]; encodes (r3_idx, horizon, morph, law) addressable address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02098,brain/functions/f1/mechanisms/stai/temporal_integration.py,17,_TONAL_MEAN_H12,"[14, 12, 1, 0]",module-assign,C,"Structural H³ demand-tuple alias '_TONAL_MEAN_H12'=[14, 12, 1, 0]; encodes (r3_idx, horizon, morph, law) addressable address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02099,brain/functions/f1/mechanisms/stai/temporal_integration.py,18,_KEYCLAR_MEAN_H12,"[51, 12, 1, 0]",module-assign,C,"Structural H³ demand-tuple alias '_KEYCLAR_MEAN_H12'=[51, 12, 1, 0]; encodes (r3_idx, horizon, morph, law) addressable address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02100,brain/functions/f1/mechanisms/stai/temporal_integration.py,19,_TONALSTAB_MEAN_H12,"[60, 12, 1, 0]",module-assign,C,"Structural H³ demand-tuple alias '_TONALSTAB_MEAN_H12'=[60, 12, 1, 0]; encodes (r3_idx, horizon, morph, law) addressable address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02101,brain/functions/f1/mechanisms/stai/temporal_integration.py,22,_PLEAS,4,module-assign,C,"Structural R³/H³ feature index alias '_PLEAS'=4 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02102,brain/functions/f1/mechanisms/stai/temporal_integration.py,23,_TONAL,14,module-assign,C,"Structural R³/H³ feature index alias '_TONAL'=14 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02103,brain/functions/f1/mechanisms/stai/temporal_integration.py,24,_STUMPF,3,module-assign,C,"Structural R³/H³ feature index alias '_STUMPF'=3 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02104,brain/functions/f1/mechanisms/stai/temporal_integration.py,25,_HELM,2,module-assign,C,"Structural R³/H³ feature index alias '_HELM'=2 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module
F1_02105,brain/functions/f1/mechanisms/stai/temporal_integration.py,66,<expr-L>,0.1,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02106,brain/functions/f1/mechanisms/stai/temporal_integration.py,75,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02107,brain/functions/f1/mechanisms/stai/temporal_integration.py,65,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02108,brain/functions/f1/mechanisms/stai/temporal_integration.py,74,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02109,brain/functions/f1/mechanisms/stai/temporal_integration.py,64,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02110,brain/functions/f1/mechanisms/stai/temporal_integration.py,73,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02111,brain/functions/f1/mechanisms/stai/temporal_integration.py,63,<expr-L>,0.15,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02112,brain/functions/f1/mechanisms/stai/temporal_integration.py,72,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02113,brain/functions/f1/mechanisms/stai/temporal_integration.py,61,<expr-L>,0.25,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02114,brain/functions/f1/mechanisms/stai/temporal_integration.py,62,<expr-L>,0.2,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality,N/A,N/A,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02115,brain/functions/f1/mechanisms/stai/temporal_integration.py,71,<expr-L>,0.3,expr-literal,E,"Engineering mixer weight in mechanism output blend (E4); no published source publishes this specific blend weight, author-chosen for output composition.",,code-locality+R8-hint,N/A,R8: walker citation_author hint not independently confirming literature derivation,HIGH,False,mech=stai scope=module::def compute_temporal_i
F1_02116,brain/functions/f1/mechanisms/tpio/__init__.py,95,_WARMTH,12,module-assign,C,"Structural R³/H³ feature index alias '_WARMTH'=12 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02117,brain/functions/f1/mechanisms/tpio/__init__.py,96,_SHARPNESS,13,module-assign,C,"Structural R³/H³ feature index alias '_SHARPNESS'=13 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02118,brain/functions/f1/mechanisms/tpio/__init__.py,97,_TONALNESS,14,module-assign,C,"Structural R³/H³ feature index alias '_TONALNESS'=14 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02119,brain/functions/f1/mechanisms/tpio/__init__.py,98,_CLARITY,15,module-assign,C,"Structural R³/H³ feature index alias '_CLARITY'=15 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02120,brain/functions/f1/mechanisms/tpio/__init__.py,99,_SPECTRAL_AUTO,17,module-assign,C,"Structural R³/H³ feature index alias '_SPECTRAL_AUTO'=17 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02121,brain/functions/f1/mechanisms/tpio/__init__.py,100,_TRIST1,18,module-assign,C,"Structural R³/H³ feature index alias '_TRIST1'=18 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02122,brain/functions/f1/mechanisms/tpio/__init__.py,101,_TRIST2,19,module-assign,C,"Structural R³/H³ feature index alias '_TRIST2'=19 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02123,brain/functions/f1/mechanisms/tpio/__init__.py,102,_TRIST3,20,module-assign,C,"Structural R³/H³ feature index alias '_TRIST3'=20 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02124,brain/functions/f1/mechanisms/tpio/__init__.py,103,_SPECTRAL_CHANGE,21,module-assign,C,"Structural R³/H³ feature index alias '_SPECTRAL_CHANGE'=21 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02125,brain/functions/f1/mechanisms/tpio/__init__.py,104,_TIMBRE_CHANGE,24,module-assign,C,"Structural R³/H³ feature index alias '_TIMBRE_CHANGE'=24 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02126,brain/functions/f1/mechanisms/tpio/__init__.py,105,_AMPLITUDE,7,module-assign,C,"Structural R³/H³ feature index alias '_AMPLITUDE'=7 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02127,brain/functions/f1/mechanisms/tpio/__init__.py,106,_LOUDNESS,8,module-assign,C,"Structural R³/H³ feature index alias '_LOUDNESS'=8 — refers to a fixed dimension in the frozen 97D R³ feature space or a mechanism output index; structural address-space identifier, not an empirical value.",,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02128,brain/functions/f1/mechanisms/tpio/__init__.py,199,OUTPUT_DIM,10,class-attr,C,Class attribute OUTPUT_DIM=10 — structural cardinality of mechanism output dimension; topology/dim assignment.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module::class TPIO
F1_02129,brain/functions/f1/mechanisms/tpio/__init__.py,114,_h3.arg2,2,spec-numeric-posarg2,C,H3DemandSpec horizon index=2 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02130,brain/functions/f1/mechanisms/tpio/__init__.py,114,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02131,brain/functions/f1/mechanisms/tpio/__init__.py,114,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02132,brain/functions/f1/mechanisms/tpio/__init__.py,117,_h3.arg2,2,spec-numeric-posarg2,C,H3DemandSpec horizon index=2 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02133,brain/functions/f1/mechanisms/tpio/__init__.py,117,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02134,brain/functions/f1/mechanisms/tpio/__init__.py,117,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02135,brain/functions/f1/mechanisms/tpio/__init__.py,120,_h3.arg2,5,spec-numeric-posarg2,C,H3DemandSpec horizon index=5 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02136,brain/functions/f1/mechanisms/tpio/__init__.py,120,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02137,brain/functions/f1/mechanisms/tpio/__init__.py,120,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02138,brain/functions/f1/mechanisms/tpio/__init__.py,123,_h3.arg2,5,spec-numeric-posarg2,C,H3DemandSpec horizon index=5 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02139,brain/functions/f1/mechanisms/tpio/__init__.py,123,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02140,brain/functions/f1/mechanisms/tpio/__init__.py,123,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02141,brain/functions/f1/mechanisms/tpio/__init__.py,126,_h3.arg2,2,spec-numeric-posarg2,C,H3DemandSpec horizon index=2 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02142,brain/functions/f1/mechanisms/tpio/__init__.py,126,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02143,brain/functions/f1/mechanisms/tpio/__init__.py,126,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02144,brain/functions/f1/mechanisms/tpio/__init__.py,129,_h3.arg2,2,spec-numeric-posarg2,C,H3DemandSpec horizon index=2 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02145,brain/functions/f1/mechanisms/tpio/__init__.py,129,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02146,brain/functions/f1/mechanisms/tpio/__init__.py,129,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02147,brain/functions/f1/mechanisms/tpio/__init__.py,132,_h3.arg2,2,spec-numeric-posarg2,C,H3DemandSpec horizon index=2 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02148,brain/functions/f1/mechanisms/tpio/__init__.py,132,_h3.arg3,0,spec-numeric-posarg3,C,H3DemandSpec morph index=0 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02149,brain/functions/f1/mechanisms/tpio/__init__.py,132,_h3.arg4,2,spec-numeric-posarg4,C,H3DemandSpec law index=2 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02150,brain/functions/f1/mechanisms/tpio/__init__.py,135,_h3.arg2,14,spec-numeric-posarg2,C,H3DemandSpec horizon index=14 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02151,brain/functions/f1/mechanisms/tpio/__init__.py,135,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02152,brain/functions/f1/mechanisms/tpio/__init__.py,135,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02153,brain/functions/f1/mechanisms/tpio/__init__.py,138,_h3.arg2,14,spec-numeric-posarg2,C,H3DemandSpec horizon index=14 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02154,brain/functions/f1/mechanisms/tpio/__init__.py,138,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02155,brain/functions/f1/mechanisms/tpio/__init__.py,138,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02156,brain/functions/f1/mechanisms/tpio/__init__.py,141,_h3.arg2,20,spec-numeric-posarg2,C,H3DemandSpec horizon index=20 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02157,brain/functions/f1/mechanisms/tpio/__init__.py,141,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02158,brain/functions/f1/mechanisms/tpio/__init__.py,141,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02159,brain/functions/f1/mechanisms/tpio/__init__.py,144,_h3.arg2,20,spec-numeric-posarg2,C,H3DemandSpec horizon index=20 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02160,brain/functions/f1/mechanisms/tpio/__init__.py,144,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02161,brain/functions/f1/mechanisms/tpio/__init__.py,144,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02162,brain/functions/f1/mechanisms/tpio/__init__.py,147,_h3.arg2,20,spec-numeric-posarg2,C,H3DemandSpec horizon index=20 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02163,brain/functions/f1/mechanisms/tpio/__init__.py,147,_h3.arg3,18,spec-numeric-posarg3,C,H3DemandSpec morph index=18 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02164,brain/functions/f1/mechanisms/tpio/__init__.py,147,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02165,brain/functions/f1/mechanisms/tpio/__init__.py,152,_h3.arg2,8,spec-numeric-posarg2,C,H3DemandSpec horizon index=8 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02166,brain/functions/f1/mechanisms/tpio/__init__.py,152,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02167,brain/functions/f1/mechanisms/tpio/__init__.py,152,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02168,brain/functions/f1/mechanisms/tpio/__init__.py,155,_h3.arg2,8,spec-numeric-posarg2,C,H3DemandSpec horizon index=8 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02169,brain/functions/f1/mechanisms/tpio/__init__.py,155,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02170,brain/functions/f1/mechanisms/tpio/__init__.py,155,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02171,brain/functions/f1/mechanisms/tpio/__init__.py,158,_h3.arg2,8,spec-numeric-posarg2,C,H3DemandSpec horizon index=8 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02172,brain/functions/f1/mechanisms/tpio/__init__.py,158,_h3.arg3,8,spec-numeric-posarg3,C,H3DemandSpec morph index=8 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02173,brain/functions/f1/mechanisms/tpio/__init__.py,158,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02174,brain/functions/f1/mechanisms/tpio/__init__.py,161,_h3.arg2,8,spec-numeric-posarg2,C,H3DemandSpec horizon index=8 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02175,brain/functions/f1/mechanisms/tpio/__init__.py,161,_h3.arg3,1,spec-numeric-posarg3,C,H3DemandSpec morph index=1 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02176,brain/functions/f1/mechanisms/tpio/__init__.py,161,_h3.arg4,0,spec-numeric-posarg4,C,H3DemandSpec law index=0 — structural pointer into 3-law trichotomy (0=memory/1=prediction/2=integration); address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02177,brain/functions/f1/mechanisms/tpio/__init__.py,164,_h3.arg2,14,spec-numeric-posarg2,C,H3DemandSpec horizon index=14 — structural H³ horizon index from the 32-horizon ladder; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
F1_02178,brain/functions/f1/mechanisms/tpio/__init__.py,164,_h3.arg3,3,spec-numeric-posarg3,C,H3DemandSpec morph index=3 — structural pointer into 24-morph dictionary; address-space identifier.,,code-locality,N/A,N/A,HIGH,False,mech=tpio scope=module
